Language_ID	Parameter_ID	Form
deu	12-03	herunter, hinunter, herab, abwärts
rus	12-03	вниз/внизу
fra	12-04	avant, devant
spa	12-04	delante, antes de
deu	12-04	vor
rus	12-04	перед, до
fra	12-041	devant
spa	12-041	delantero, delante de
deu	12-041	vor
fra	12-05	dans, dedans
spa	12-05	adentro
deu	12-05	in, innerhalb
rus	12-05	в, внутри
fra	12-06	dehors
spa	12-06	afuera, exterior
deu	12-06	außen, draußen
rus	12-06	снаружи
fra	12-07	dessous, sous
spa	12-07	debajo
deu	12-07	unter
rus	12-07	под
fra	12-08	là-haut, là dessus
spa	12-08	arriba
deu	12-08	hinauf, herauf
rus	12-08	над, наверху
fra	12-11	endroit,place, lieu
spa	12-11	lugar
deu	12-11	Stelle, Ort, Platz
rus	12-11	место
fra	12-12	mettre
spa	12-12	poner
deu	12-12	setzen, stellen, legen
rus	12-12	положить
fra	12-13	être assis, asseoir
spa	12-13	sentar
deu	12-13	sitzen
rus	12-13	садиться, сидеть
fra	12-14	se coucher
spa	12-14	acostarse,echarse
deu	12-14	sich hinlegen
rus	12-14	ложиться
fra	12-15	se tenir debout
spa	12-15	poner(se) de pie
deu	12-15	stehen
rus	12-15	стоять
fra	12-16	rester, demeurer,attendre
spa	12-16	quedar
deu	12-16	bleiben
rus	12-16	оставаться
fra	12-17	reste
spa	12-17	sobras
deu	12-17	Reste
rus	12-17	остатки
fra	12-21	recueillir
spa	12-21	recoger, reunir
deu	12-21	sammeln, lesen
rus	12-21	собирать
fra	12-212	ramasser
spa	12-212	recoger
deu	12-212	aufsammeln
rus	12-212	подбирать, поднимать
fra	12-213	entasser
spa	12-213	amontonar
deu	12-213	aufhäufen, aufschichten
rus	12-213	свалить в кучу
fra	12-22	unir
spa	12-22	juntar
deu	12-22	verbinden, zusammenfügen, vereinigen
rus	12-22	соединять, объединять
fra	12-23	séparer
spa	12-23	separar,apartar
deu	12-23	trennen, (scheiden)
rus	12-23	отделять
fra	12-232	diviser
spa	12-232	dividir
deu	12-232	teilen
rus	12-232	делить
fra	12-24	ouvrir
spa	12-24	abrir
deu	12-24	öffnen, aufmachen
rus	12-24	открывать
fra	12-25	fermer
spa	12-25	cerrar
deu	12-25	schließen, zumachen
rus	12-25	закрывать
fra	12-26	couvrir
spa	12-26	cubrir
deu	12-26	bedecken
rus	12-26	покрывать
fra	12-27	cacher,dissimuler
spa	12-27	esconder
deu	12-27	verbergen, verstecken
rus	12-27	прятать, скрывать
fra	12-31	haut
spa	12-31	alto
deu	12-31	hoch
rus	12-31	высоко
fra	12-32	bas
spa	12-32	bajo
deu	12-32	niedrig
rus	12-32	низко
fra	12-33	haut,sommet
spa	12-33	cima
deu	12-33	Spitze, Gipfel
rus	12-33	вершина, макушка
fra	12-34	fond
spa	12-34	fondo
deu	12-34	Boden, Grund
rus	12-34	дно, низ
fra	12-35	bout, extrêmité
spa	12-35	final
deu	12-35	Ende
rus	12-35	конец
fra	12-352	pointu
spa	12-352	puntiagudo
deu	12-352	spitz
rus	12-352	остроконечный
fra	12-353	bord, orée
spa	12-353	borde, orilla, margen
deu	12-353	Kante, Rand
rus	12-353	край
fra	12-36	côté
spa	12-36	lado,costado
deu	12-36	Seite
rus	12-36	сторона
fra	12-37	milieu,centre
spa	12-37	medio, centro
deu	12-37	Mitte, Zentrum
rus	12-37	середина, центр
fra	12-41	droite
spa	12-41	derecha
deu	12-41	rechts
rus	12-41	правая (сторона)
fra	12-42	gauche
spa	12-42	izquierda
deu	12-42	links
rus	12-42	левая (сторна)
fra	12-43	près
spa	12-43	cerca
deu	12-43	nah(e)
rus	12-43	близко
fra	12-44	loin
spa	12-44	lejos
deu	12-44	fern, weit
rus	12-44	далеко
fra	12-45	est,orient
spa	12-45	este (punto cardinal)
deu	12-45	Osten
rus	12-45	восток
fra	12-46	ouest, occident
spa	12-46	oeste
deu	12-46	Westen
rus	12-46	запад
fra	12-47	nord
spa	12-47	norte
deu	12-47	Norden
rus	12-47	север
fra	12-48	sud
spa	12-48	sur
deu	12-48	Süden
rus	12-48	юг
fra	12-53	grandir, croitre, pousser
spa	12-53	crecer
deu	12-53	wachsen
rus	12-53	расти
fra	12-54	mesurer
spa	12-54	medir
deu	12-54	messen
rus	12-54	мерить, измерять
fra	12-541	brasse, toise
spa	12-541	braza
deu	12-541	Klafter
rus	12-541	сажень
fra	12-55	grand, gros
spa	12-55	grande
deu	12-55	groß
rus	12-55	большой
fra	12-56	petit
spa	12-56	chico, pequeño
deu	12-56	klein
rus	12-56	маленький
fra	12-57	long
spa	12-57	largo
deu	12-57	lang
rus	12-57	длинный
fra	12-58	grand
spa	12-58	alto
deu	12-58	groß, hoch
rus	12-58	высокий
fra	12-59	court
spa	12-59	corto
deu	12-59	kurz
rus	12-59	короткий
fra	12-61	large
spa	12-61	ancho,amplio
deu	12-61	breit, weit
rus	12-61	широкий
fra	12-62	étroit
spa	12-62	angosto,estrecho
deu	12-62	eng
rus	12-62	узкий
fra	12-63	épais, gros
spa	12-63	grueso
deu	12-63	dick
rus	12-63	толстый
fra	12-65	mince
spa	12-65	delgado
deu	12-65	dünn
rus	12-65	тонкий
fra	12-67	profond
spa	12-67	profundo,hondo
deu	12-67	tief
rus	12-67	глубокий
fra	12-68	peu profond
spa	12-68	bajo, poco profundo
deu	12-68	seicht, flach
rus	12-68	мелкий
fra	12-71	plat
spa	12-71	plano
deu	12-71	flach, platt
rus	12-71	плоский
fra	12-73	droit
spa	12-73	derecho,recto
deu	12-73	gerade
rus	12-73	прямой
fra	12-74	courbé, tordu
spa	12-74	torcido
deu	12-74	krumm
rus	12-74	кривой
fra	12-75	crochet
spa	12-75	gancho
deu	12-75	Haken
rus	12-75	крюк
fra	12-76	coin
spa	12-76	esquina, rincón
deu	12-76	Ecke, Winkel
rus	12-76	угол
fra	12-77	croix
spa	12-77	cruz
deu	12-77	Kreuz
rus	12-77	крест
fra	12-78	carré
spa	12-78	cuadrado
deu	12-78	Viereck
rus	12-78	квадрат
fra	12-81	rond
spa	12-81	redondo
deu	12-81	rund
rus	12-81	круглый
fra	12-82	cercle
spa	12-82	círculo
deu	12-82	Kreis
rus	12-82	круг, окружность
fra	12-83	sphère, ballon
spa	12-83	pelota, esfera, globo
deu	12-83	Kugel
rus	12-83	сфера, шар
fra	12-84	ligne, file
spa	12-84	línea
deu	12-84	Reihe, Linie
rus	12-84	линия
fra	12-85	trou
spa	12-85	agujero
deu	12-85	Loch
rus	12-85	дыра
fra	12-92	comme,semblable
spa	12-92	semejante
deu	12-92	ähnlich
rus	12-92	похожий, подобный
fra	12-93	changer
spa	12-93	cambiar
deu	12-93	verändern, wechseln, vertauschen
rus	12-93	менять
fra	13	zéro
spa	13	cero
deu	13	Null
rus	13	ноль, ничего
fra	13-01	un
spa	13-01	uno
deu	13-01	eins
fra	13-02	deux
spa	13-02	dos
deu	13-02	zwei
rus	13-02	два
fra	13-03	trois
spa	13-03	tres
deu	13-03	drei
rus	13-03	три
fra	13-04	quatre
spa	13-04	cuatro
deu	13-04	vier
rus	13-04	четыре
fra	13-05	cinq
spa	13-05	cinco
deu	13-05	fünf
rus	13-05	пять
fra	13-06	six
spa	13-06	seis
deu	13-06	sechs
rus	13-06	шесть
fra	13-07	sept
spa	13-07	siete
deu	13-07	sieben
rus	13-07	семь
fra	13-08	huit
spa	13-08	ocho
deu	13-08	acht
rus	13-08	восемь
fra	13-09	neuf
spa	13-09	nueve
deu	13-09	neun
rus	13-09	девять
fra	13-1	dix
spa	13-1	diez
deu	13-1	zehn
rus	13-1	десять
fra	13-101	onze
spa	13-101	once
deu	13-101	elf
rus	13-101	одиннадцать
fra	13-102	douze
spa	13-102	doce
deu	13-102	zwölf
rus	13-102	двенадцать
fra	13-103	quinze
spa	13-103	quince
deu	13-103	fünfzehn
rus	13-103	пятнадцать
fra	13-104	vingt
spa	13-104	veinte
deu	13-104	zwanzig
rus	13-104	двадцать
fra	13-105	cent
spa	13-105	ciento,cien
deu	13-105	hundert
rus	13-105	сто
fra	13-106	mille
spa	13-106	mil
deu	13-106	tausend
rus	13-106	тысяча
fra	13-107	compter
spa	13-107	contar
deu	13-107	zählen
rus	13-107	считать
fra	13-14	tous
spa	13-14	todo
deu	13-14	alle
rus	13-14	все, каждый
fra	13-15	beaucoup
spa	13-15	mucho
deu	13-15	viele
rus	13-15	много
fra	13-16	plus, encore plus
spa	13-16	más
deu	13-16	mehr
rus	13-16	больше
fra	13-17	peu de
spa	13-17	poco
deu	13-17	wenige
rus	13-17	мало
fra	13-18	assez
spa	13-18	bastante, suficiente
deu	13-18	genug
rus	13-18	достаточно
fra	13-181	quelques
spa	13-181	algo,alguno
deu	13-181	einige
rus	13-181	несколько
fra	13-19	foule
spa	13-19	multitud
deu	13-19	Menge
rus	13-19	множество
fra	13-21	plein, rempli
spa	13-21	lleno
deu	13-21	voll
rus	13-21	полный
fra	13-22	vide
spa	13-22	vacío
deu	13-22	leer
rus	13-22	пустой
fra	13-23	morceau, partie
spa	13-23	pedazo
deu	13-23	Teil
rus	13-23	часть, кусок
fra	13-24	moitié
spa	13-24	mitad
deu	13-24	Hälfte
rus	13-24	половина
fra	13-33	seul
spa	13-33	solo, solamente
deu	13-33	einzig
rus	13-33	один, единственный, только
fra	13-34	premier
spa	13-34	primero
deu	13-34	erster
rus	13-34	первый
fra	13-35	dernier
spa	13-35	último
deu	13-35	letzter
rus	13-35	последний
fra	13-36	deuxième
spa	13-36	segundo
deu	13-36	zweiter
rus	13-36	второй
fra	13-37	couple, paire
spa	13-37	par
deu	13-37	Paar
rus	13-37	пара
fra	13-38	deux fois
spa	13-38	dos veces
deu	13-38	zweimal
rus	13-38	два раза
fra	13-42	troisième
spa	13-42	tercero
deu	13-42	dritter
rus	13-42	третий
fra	13-44	trois fois
spa	13-44	tres veces
deu	13-44	dreimal
rus	13-44	три раза
fra	14-11	heure
spa	14-11	tiempo
deu	14-11	Zeit
rus	14-11	время
fra	14-12	âge
spa	14-12	edad
deu	14-12	Alter
rus	14-12	возраст, век, эпоха
fra	14-13	nouveau
spa	14-13	nuevo
deu	14-13	neu
rus	14-13	новый
fra	14-14	jeune
spa	14-14	tierno, joven
deu	14-14	jung
rus	14-14	молодой
fra	14-15	vieux,âgé
spa	14-15	viejo
deu	14-15	alt
rus	14-15	старый, ветхий
fra	14-16	tôt,de bonne heure
spa	14-16	temprano
deu	14-16	früh
rus	14-16	рано
fra	14-17	tard
spa	14-17	tarde
deu	14-17	spät
rus	14-17	поздно
fra	14-18	maintenant
spa	14-18	ahora
deu	14-18	jetzt, nun
rus	14-18	сейчас
fra	14-19	tout de suite
spa	14-19	inmediatamente
deu	14-19	sofort
rus	14-19	немедленно
fra	14-21	vite, rapide
spa	14-21	rápido
deu	14-21	schnell, rasch, geschwind
rus	14-21	быстрый
fra	14-22	lent
spa	14-22	despacio,lentamente
deu	14-22	langsam
rus	14-22	медленный
fra	14-23	se dépêcher
spa	14-23	apurarse
deu	14-23	sich beeilen
rus	14-23	спешить, торопить(ся)
fra	14-24	s’attarder, retarder
spa	14-24	demorar
deu	14-24	sich verspäten
rus	14-24	замедлять, задерживать
fra	14-25	commencer
spa	14-25	empezar
deu	14-25	beginnen, anfangen
rus	14-25	начинать
fra	14-252	durer
spa	14-252	durar
deu	14-252	dauern
rus	14-252	продолжаться, длиться
fra	14-26	fin
spa	14-26	fin
deu	14-26	Ende, Schluss
rus	14-26	конец
fra	14-27	finir, terminer
spa	14-27	terminar,finalizar
deu	14-27	beenden, vollenden
rus	14-27	заканчивать
fra	14-28	cesser, s'arrêter
spa	14-28	terminar, detenerse
deu	14-28	aufhören
rus	14-28	прекращать
fra	14-29	prêt
spa	14-29	listo
deu	14-29	bereit, fertig
rus	14-29	готовый
fra	14-31	toujours
spa	14-31	siempre
deu	14-31	immer, stets
rus	14-31	всегда
fra	14-32	souvent
spa	14-32	frecuentemente
deu	14-32	oft, häufig
rus	14-32	часто
fra	14-33	parfois, quelquefois
spa	14-33	a veces
deu	14-33	manchmal, bisweilen
rus	14-33	иногда
fra	14-331	bientôt
spa	14-331	pronto
deu	14-331	bald
rus	14-331	скоро
fra	14-332	longtemps
spa	14-332	por mucho tiempo
deu	14-332	lange
rus	14-332	долгосрочный
fra	14-34	jamais
spa	14-34	nunca, jamás
deu	14-34	nie, niemals
rus	14-34	никогда
fra	14-35	encore une fois, encore, de nouveau
spa	14-35	otra vez
deu	14-35	wieder, nochmal
rus	14-35	опять, снова
fra	14-41	jour
spa	14-41	día
deu	14-41	Tag
rus	14-41	день
fra	14-42	nuit
spa	14-42	noche
deu	14-42	Nacht
rus	14-42	ночь
fra	14-43	aube
spa	14-43	madrugada
deu	14-43	Morgendämmerung
rus	14-43	рассвет
fra	14-44	matin,matinée
spa	14-44	mañana
deu	14-44	Morgen
rus	14-44	утро
fra	14-45	midi
spa	14-45	mediodía
deu	14-45	Mittag
rus	14-45	полдень
fra	14-451	après-midi
spa	14-451	tarde
deu	14-451	Nachmittag
rus	14-451	после полудня
fra	14-46	soir
spa	14-46	vísperas, noche
deu	14-46	Abend
rus	14-46	вечер
fra	14-47	aujourd'hui
spa	14-47	hoy
deu	14-47	heute
rus	14-47	сегодня
fra	14-48	demain
spa	14-48	mañana
deu	14-48	morgen
rus	14-48	завтра
fra	14-481	après-demain
spa	14-481	pasado mañana
deu	14-481	übermorgen
rus	14-481	послезавтра
fra	14-49	hier
spa	14-49	ayer
deu	14-49	gestern
rus	14-49	вчера
fra	14-491	avant-hier
spa	14-491	anteayer
deu	14-491	vorgestern
rus	14-491	позавчера
fra	14-51	heure
spa	14-51	hora
deu	14-51	Stunde
rus	14-51	час
fra	14-53	horloge,montre
spa	14-53	reloj
deu	14-53	Uhr
rus	14-53	часы
fra	14-61	semaine
spa	14-61	semana
deu	14-61	Woche
rus	14-61	неделя
fra	14-62	dimanche
spa	14-62	domingo
deu	14-62	Sonntag
rus	14-62	воскресенье
fra	14-63	lundi
spa	14-63	lunes
deu	14-63	Montag
rus	14-63	понедельник
fra	14-64	mardi
spa	14-64	martes
deu	14-64	Dienstag
rus	14-64	вторник
fra	14-65	mercredi
spa	14-65	miércoles
deu	14-65	Mittwoch
rus	14-65	среда
fra	14-66	jeudi
spa	14-66	jueves
deu	14-66	Donnerstag
rus	14-66	четверг
fra	14-67	vendredi
spa	14-67	viernes
deu	14-67	Freitag
rus	14-67	пятница
fra	14-68	samedi
spa	14-68	sábado
deu	14-68	Sonnabend, Samstag
rus	14-68	суббота
fra	14-71	mois
spa	14-71	mes
deu	14-71	Monat
rus	14-71	месяц
fra	14-73	année
spa	14-73	año
deu	14-73	Jahr
rus	14-73	год
fra	14-74	hiver
spa	14-74	invierno
deu	14-74	Winter
rus	14-74	зима
fra	14-75	printemps
spa	14-75	primavera
deu	14-75	Frühling
rus	14-75	весна
fra	14-76	été
spa	14-76	verano
deu	14-76	Sommer
rus	14-76	лето
fra	14-77	automne
spa	14-77	otoño
deu	14-77	Herbst
rus	14-77	осень
fra	14-78	saison
spa	14-78	estación
deu	14-78	Jahreszeit
rus	14-78	время года
fra	15-21	sentir
spa	15-21	oler, olfatear
deu	15-21	riechen
rus	15-21	пахнуть
fra	15-89	ridé
spa	15-89	arrugado
deu	15-89	runzlig, faltig
rus	15-89	мятый, сморщенный
fra	15-212	renifler
spa	15-212	husmear
deu	15-212	riechen (an)
rus	15-212	шмыгать,  нюхать
fra	15-22	sentir
spa	15-22	oler, olfatear
deu	15-22	riechen
rus	15-22	чувствовать запах
fra	15-25	odorant, parfumé
spa	15-25	fragante
deu	15-25	wohlriechend
rus	15-25	ароматный
fra	15-26	puant
spa	15-26	hediondo
deu	15-26	stinkend
rus	15-26	вонючий
fra	15-31	goûter, avoir un goût...
spa	15-31	gustar, saborear
deu	15-31	schmecken
rus	15-31	различать вкус, попробовать
fra	15-35	sucré, doux
spa	15-35	dulce
deu	15-35	süß
rus	15-35	сладкий
fra	15-36	salé
spa	15-36	salado
deu	15-36	salzig
rus	15-36	соленый
fra	15-37	amer
spa	15-37	amargo
deu	15-37	bitter
rus	15-37	горький
fra	15-38	acide, aigre
spa	15-38	ácido,agrio
deu	15-38	sauer
rus	15-38	кислый
fra	15-39	saumâtre
spa	15-39	salobre
deu	15-39	brackig
rus	15-39	солоноватый
fra	15-41	entendre
spa	15-41	oír
deu	15-41	hören
rus	15-41	слышать
fra	15-42	écouter
spa	15-42	escuchar
deu	15-42	zuhören, horchen, lauschen
rus	15-42	слушать
fra	15-44	son,bruit
spa	15-44	ruido, sonido
deu	15-44	Laut, Geräusch
rus	15-44	звук, шум
fra	15-45	bruyant
spa	15-45	alta (voz),ruidoso
deu	15-45	laut
rus	15-45	громкий
fra	15-46	tranquille, silencieux, calme
spa	15-46	silencio, tranquilo
deu	15-46	still, Stille, (ruhig, Ruhe)
rus	15-46	тишина
fra	15-51	voir
spa	15-51	ver
deu	15-51	sehen
rus	15-51	видеть
fra	15-52	regarder
spa	15-52	mirar, contemplar
deu	15-52	ansehen, schauen, blicken
rus	15-52	смотреть (на)
fra	15-55	montrer
spa	15-55	mostrar
deu	15-55	zeigen
rus	15-55	показывать
fra	15-56	briller
spa	15-56	brillar
deu	15-56	scheinen, leuchten, glänzen
rus	15-56	светить
fra	15-57	luisant, brillant
spa	15-57	brillante,resplandor
deu	15-57	hell, glänzend
rus	15-57	яркий
fra	15-61	couleur
spa	15-61	color
deu	15-61	Farbe
rus	15-61	цвет
fra	15-62	clair
spa	15-62	claro
deu	15-62	hell
rus	15-62	светлый
fra	15-63	foncé, obscure
spa	15-63	oscuro
deu	15-63	dunkel
rus	15-63	темный
fra	15-64	blanc
spa	15-64	blanco
deu	15-64	weiß
rus	15-64	белый
fra	15-65	noir
spa	15-65	negro
deu	15-65	schwarz
rus	15-65	черный
fra	15-66	rouge
spa	15-66	rojo
deu	15-66	rot
rus	15-66	красный
fra	15-67	bleu
spa	15-67	azul
deu	15-67	blau
rus	15-67	голубой, синий
fra	15-68	vert
spa	15-68	verde
deu	15-68	grün
rus	15-68	зеленый
fra	15-69	jaune
spa	15-69	amarillo
deu	15-69	gelb
rus	15-69	желтый
fra	15-71	toucher
spa	15-71	tocar
deu	15-71	berühren
rus	15-71	трогать
fra	15-712	pincer
spa	15-712	pellizcar
deu	15-712	kneifen
rus	15-712	щипать, жать
fra	15-72	tater, palper
spa	15-72	tentar, palpar
deu	15-72	fühlen, tasten
rus	15-72	чувствовать
fra	15-74	dur
spa	15-74	duro
deu	15-74	hart
rus	15-74	жесткий
fra	15-75	doux
spa	15-75	suave
deu	15-75	weich
rus	15-75	мягкий
fra	15-76	rugueux
spa	15-76	áspero
deu	15-76	rauh
rus	15-76	шереховатый, неровный
fra	15-77	lisse
spa	15-77	suave,liso
deu	15-77	glatt
rus	15-77	гладкий
fra	15-78	tranchant, aiguisé
spa	15-78	afilado, aguzado, filoso
deu	15-78	scharf
rus	15-78	острый
fra	15-79	émoussé
spa	15-79	romo, embotado
deu	15-79	stumpf
rus	15-79	тупой
fra	15-81	lourd
spa	15-81	pesado
deu	15-81	schwer
rus	15-81	тяжелый
fra	15-82	léger
spa	15-82	liviano, ligero
deu	15-82	leicht
rus	15-82	легкий
fra	15-83	mouillé,  humide
spa	15-83	mojado
deu	15-83	nass
rus	15-83	мокрый
fra	15-84	sec
spa	15-84	seco
deu	15-84	trocken
rus	15-84	сухой
fra	15-85	chaud
spa	15-85	caliente
deu	15-85	heiß
rus	15-85	горячий, жаркий
fra	15-851	chaud
spa	15-851	caliente
deu	15-851	warm
rus	15-851	теплый
fra	15-86	froid
spa	15-86	frío
deu	15-86	kalt
rus	15-86	холодный
fra	15-87	propre
spa	15-87	limpio
deu	15-87	sauber, rein
rus	15-87	чистый
fra	15-88	sale,crasseux
spa	15-88	sucio
deu	15-88	schmutzig
rus	15-88	грязный
fra	16-11	âme, esprit
spa	16-11	alma
deu	16-11	Seele, Geist
rus	16-11	душа, дух
fra	16-15	étonné, surpris
spa	16-15	sorprendido
deu	16-15	überrascht, erstaunt
rus	16-15	удивленный
fra	16-18	bonne chance, bonheur
spa	16-18	buena suerte
deu	16-18	Glück
rus	16-18	удача
fra	16-19	malheur, malchance, infortune
spa	16-19	mala suerte
deu	16-19	Unglück
rus	16-19	неудача
fra	16-23	joyeux, heureux
spa	16-23	alegre
deu	16-23	froh, glücklich
rus	16-23	счастливый, радостный
fra	16-25	rire
spa	16-25	reír
deu	16-25	lachen
rus	16-25	смеяться
fra	16-251	sourire
spa	16-251	sonreír
deu	16-251	lächeln
rus	16-251	улыбаться
fra	16-26	jouer
spa	16-26	jugar
deu	16-26	spielen
rus	16-26	играть
fra	16-27	aimer
spa	16-27	querer
deu	16-27	lieben
rus	16-27	любить
fra	16-29	baiser,embrasser
spa	16-29	besar
deu	16-29	küssen
rus	16-29	целовать
fra	16-3	embrasser
spa	16-3	abrazar
deu	16-3	umarmen
rus	16-3	обниматть
fra	16-31	douleur
spa	16-31	dolor
deu	16-31	Schmerz
rus	16-31	боль
fra	16-32	douleur, deuil
spa	16-32	tristeza, dolor, pena
deu	16-32	Trauer
rus	16-32	печаль, скорбь
fra	16-33	inquiétude, soucis
spa	16-33	ansiedad,angustia
deu	16-33	Sorge
rus	16-33	тревога
fra	16-34	regretter
spa	16-34	lamentar
deu	16-34	bedauern, bereuen
rus	16-34	сожалеть
fra	16-35	pitié, compassion
spa	16-35	compasión, lástima
deu	16-35	Erbarmen, Mitleid
rus	16-35	жалость
fra	16-37	pleurer
spa	16-37	llorar
deu	16-37	weinen
rus	16-37	плакать
fra	16-38	larme
spa	16-38	lágrima
deu	16-38	Träne
rus	16-38	слеза
fra	16-39	grogner
spa	16-39	gemir
deu	16-39	stöhnen, ächzen
rus	16-39	стонать
fra	16-41	haïr, détester
spa	16-41	odiar
deu	16-41	hassen
rus	16-41	ненавидеть
fra	16-42	colère
spa	16-42	enojo
deu	16-42	Zorn
rus	16-42	гнев, злость
fra	16-44	envie, jalousie
spa	16-44	envidia, celos
deu	16-44	Neid, Missgunst, Eifersucht
rus	16-44	зависть, ревность
fra	16-45	honte
spa	16-45	vergüenza
deu	16-45	Scham
rus	16-45	стыд
fra	16-48	fier
spa	16-48	orgulloso
deu	16-48	stolz
rus	16-48	гордый
fra	16-51	oser
spa	16-51	osar,atreverse
deu	16-51	wagen
rus	16-51	осмелиться, отважиться
fra	16-52	courageux
spa	16-52	valiente
deu	16-52	tapfer, mutig, kühn
rus	16-52	смелый, храбрый
fra	16-53	peur, crainte
spa	16-53	miedo
deu	16-53	Angst, Furcht
rus	16-53	страх, испуг
fra	16-54	danger
spa	16-54	peligro
deu	16-54	Gefahr
rus	16-54	опасность
fra	16-62	vouloir,désirer
spa	16-62	anhelar,desear
deu	16-62	wünschen, begehren, verlangen
rus	16-62	желание
fra	16-622	choisir
spa	16-622	escoger
deu	16-622	wählen, auswählen
rus	16-622	выбирать
fra	16-63	espoir
spa	16-63	esperanza
deu	16-63	hoffen
rus	16-63	надеяться
fra	16-65	fidèle
spa	16-65	fiel
deu	16-65	treu
rus	16-65	преданный, верный
fra	16-66	vrai
spa	16-66	verdadero
deu	16-66	wahr
rus	16-66	настоящий
fra	16-67	mentir
spa	16-67	mentir
deu	16-67	lügen
rus	16-67	лгать
fra	16-68	tromperie, fraude, triche
spa	16-68	engaño
deu	16-68	Betrug, List
rus	16-68	обман
fra	16-69	pardonner
spa	16-69	perdonar
deu	16-69	verzeihen, vergeben
rus	16-69	прощать
fra	16-71	bon
spa	16-71	bueno
deu	16-71	gut
rus	16-71	хороший,  добрый
fra	16-72	mauvais
spa	16-72	malo
deu	16-72	schlecht, schlimm, böse, übel
rus	16-72	плохой
fra	16-73	juste, correct
spa	16-73	correcto
deu	16-73	richtig
rus	16-73	правильный
fra	16-74	faux
spa	16-74	incorrecto, falso
deu	16-74	falsch
rus	16-74	неправильный
fra	16-76	faute
spa	16-76	culpa
deu	16-76	Schuld
rus	16-76	вина
fra	16-77	erreur,faute
spa	16-77	equivocación,error
deu	16-77	Fehler, Irrtum
rus	16-77	ошибка
fra	16-78	blâme
spa	16-78	culpa
deu	16-78	Tadel, Vorwurf
rus	16-78	порицание, осуждение, вина
fra	16-79	louange, éloge
spa	16-79	exaltar,alabar
deu	16-79	Lob, Preis
rus	16-79	хвалить
fra	16-81	beau,joli
spa	16-81	hermoso
deu	16-81	schön, hübsch
rus	16-81	красивый
fra	16-82	laid
spa	16-82	feo
deu	16-82	hässlich
rus	16-82	уродливый
fra	16-83	gourmand
spa	16-83	codicioso,voraz
deu	16-83	gierig, gefräßig
rus	16-83	жадный
fra	16-84	intelligent,rusé
spa	16-84	hábil,capaz
deu	16-84	klug, schlau
rus	16-84	умный
fra	17-11	pensée, avis
spa	17-11	mente, pensamiento
deu	17-11	Geist, Sinn
rus	17-11	разум
fra	17-13	penser
spa	17-13	pensar
deu	17-13	(nach)denken
rus	17-13	думать, размышлять
fra	17-14	croire, penser
spa	17-14	creer,suponer
deu	17-14	meinen, denken, glauben
rus	17-14	думать, считать
fra	17-15	croire
spa	17-15	creer
deu	17-15	glauben
rus	17-15	верить
fra	17-16	comprendre
spa	17-16	entender
deu	17-16	verstehen, begreifen
rus	17-16	понимать
fra	17-17	savoir
spa	17-17	saber
deu	17-17	wissen, kennen
rus	17-17	знать
fra	17-171	deviner
spa	17-171	adivinar,acertar
deu	17-171	raten
rus	17-171	догадываться
fra	17-172	imiter
spa	17-172	imitar
deu	17-172	imitieren, nachahmen
rus	17-172	имитировать, подражать
fra	17-18	sembler
spa	17-18	parecer
deu	17-18	scheinen
rus	17-18	казаться
fra	17-19	idée
spa	17-19	idea,concepto
deu	17-19	Idee, Begriff, Vorstellung
rus	17-19	идея, понятие
fra	17-21	sage,érudit
spa	17-21	sabio
deu	17-21	weise, klug
rus	17-21	мудрый
fra	17-22	bête, stupide
spa	17-22	necio
deu	17-22	dumm, blöd, töricht, närrisch, albern
rus	17-22	глупый
fra	17-23	fou, bête, idiot
spa	17-23	loco
deu	17-23	verrückt
rus	17-23	безумный
fra	17-24	apprendre
spa	17-24	aprender
deu	17-24	lernen
rus	17-24	узнавать, учить(ся)
fra	17-242	étudier
spa	17-242	estudiar
deu	17-242	studieren
rus	17-242	учить, изучать
fra	17-25	enseigner
spa	17-25	enseñar
deu	17-25	lehren, unterrichten, beibringen
rus	17-25	учить, преподавать
fra	17-26	élève
spa	17-26	alumno
deu	17-26	Schüler
rus	17-26	ученик
fra	17-27	professeur
spa	17-27	maestro
deu	17-27	Lehrer
rus	17-27	учитель
fra	17-28	école
spa	17-28	escuela
deu	17-28	Schule
rus	17-28	школа
fra	17-31	se souvenir
spa	17-31	recordar,acordarse
deu	17-31	sich erinnern
rus	17-31	помнить
fra	17-32	oublier
spa	17-32	olvidar
deu	17-32	vergessen
rus	17-32	забывать
fra	17-34	évident,net, clair
spa	17-34	claro
deu	17-34	klar, deutlich
rus	17-34	ясный
fra	17-35	obscur
spa	17-35	obscuro
deu	17-35	dunkel, unklar
rus	17-35	непонятный
fra	17-36	secret
spa	17-36	secreto
deu	17-36	geheim, heimlich
rus	17-36	секрет, тайна
fra	17-37	sûr,certain
spa	17-37	seguro
deu	17-37	sicher, gewiss
rus	17-37	уверенный, точный
fra	17-38	expliquer
spa	17-38	explicar
deu	17-38	erklären
rus	17-38	объснять
fra	17-41	but
spa	17-41	propósito
deu	17-41	Absicht, Zweck
rus	17-41	намерение, цель
fra	17-42	cause
spa	17-42	causa
deu	17-42	Ursache, Grund
rus	17-42	причина
fra	17-43	doute
spa	17-43	dudar
deu	17-43	zweifeln
rus	17-43	сомнение
fra	17-44	soupçonner
spa	17-44	sospechar
deu	17-44	verdächtigen, argwöhnen, ahnen
rus	17-44	подозревать
fra	17-441	trahir
