number	level	category	English	Deutsch	Nederlands	Italiano	Esperanto	Novial	Lingwa de Planeta	Sambahsa	Русский
3112	3	Transit	motorcycle	Motorrad	motorfiets	motocicletta, moto	motorciklo		motosikla (moto)	motorciped	мотоцикл
3114	2	Transit	cart, carriage, wagon (wheeled vehicle; not self-propelled)	Karren	wagon	vettura, vagone (of train), carro (with animal traction)	vagono, ĉaro	chare	gari, vagon	wogh, carr(ett)	повозка, телега; вагон; колесница
3116	3	Transit	train (of railroad)	Zug	trein	treno	trajno, vagonaro	trene	tren	train	поезд
3118	2	Transit	car, automobile (wheeled motor vehicle)	Auto, Wagen	auto	automobile (written Italian), macchina (spoken Italian)	aŭtomobilo, aŭto {colloquial}	automobile	auto	auto(mobil), wogh, carr	автомобиль
3120	3	Transit	bus	Bus	autobus	autobus	aŭtobuso, buso {colloquial}	omnibuse	bus	bus	автобус
3122	3	Transit	truck {British: lorry} (motor vehicle for cargo-carrying)	Lastwagen	vrachtauto	camion, furgone	kamiono, ŝarĝaŭto	kamione	kamion	onwogh, camion	грузовик
3124	3	Transit	rocket	Rakete	raket	razzo	rakedo	rakete	raketa	raketa	ракета
3125	3	Transit	spaceship, starship								
3130	3	Transit	canal, channel	Kanal	kanaal	canale	kanalo	kanale	kanal, handak	canal, channel	канал; ров, канава
3132	3	Transit	port	Hafen	haven	porto	haveno	portu	porta	port	порт
3134	3	Transit	railroad	Eisenbahn	spoorweg	ferrovia	fervojo	relvie, fervie	ferdao	railvia	железная дорога
3136	2	Transit	road	Weg, Strasse	landweg	strada	vojo	vie	kamina	strad, drom	дорога
3138	2	Transit	street	Strasse	straat	via	strato	strade	gata	strad	улица
3150	3	Transit	brake	Bremse	rem	freno	bremsilo	frene	brek	braik; frain	тормоз
3152	3	Transit	oar	Paddel	riem, roeiriem	remo	padelo, remilo	reme	rema	erm	весло
3154	2	Transit	motor, engine	Motor	motor	motore	motoro	motore	motor	motor	мотор
3156	2	Transit	wheel	Rad	wiel	ruota	rado	rote	rada	kwekwl, rot	колесо
3200	2	Time	time (the dimension/continuum of past-present-future)	Zeit	tijd	tempo	tempo	tempe	taim	wakt	время
3201	3	Time	the past	Vergangenheits	verleden	passato	pasinteco, estinteco, iso		pasiwat	prev	прошлое
3202	3	Time	the present	Gegenwart	het heden	presente	estanteco, nuntempo, nuno	presente	lo nau	present	настоящее
3203	3	Time	the future	Zukunft	toekomst	futuro	estonteco, oso	future	futur	future	будущее
3204	2	Time	long ago (in the far past) [av]	vor langem		molto tempo fa, una volta (colloquial)	antaŭlonge	longim anteu {?}	longtaim bak, davem	diust	давно
3205	2	Time	recently (in the near past) [av]	vor kurzem	onlangs	recentemente	lastatempe, antaŭnelonge	resentim	nodavem	nuper	недавно
3206	1	Time	now (at this time) [av]	jetzt	nu	ora	nun, nuntempe	nun	nau	nun	теперь
3207	2	Time	soon (in the near future) [av]	bald	spoedig	presto	baldaŭ, postnelonge	bald, proxitem	sun	mox	вскоре
3208	2	Time	eventually (in the far future) [av]	im Laufe der Zeit		alla fine	forestonte, finfine, postlonge	longim aftru {?}	aften	serter	впоследствии, со временем
3209	3	Time	"ex- (as in ""ex-president""), former [aj/pfx]"								
3210	3	Time	"-to-be (as in ""bride-to-be""), pre- (not yet but will be) [aj/pfx]"								
3211	3	Time	age (degree of oldness / youngness)	Alter	leeftijd	età	aĝo	aje	yash	iete	возраст
3212	2	Time	young (of little age; having existed/lived for a brief time) [aj]	jung	jong	giovane	juna	yun(i)	yunge	yun	молодой
3213	2	Time	old (of much age; having existed/lived for a long time) [aj]	alt	oud	vecchio , anziano (more 'politically correct')	maljuna	old(i), ansieni	lao	veut	старый
3214	2	Time	new, novel, recent (having been known for a brief time) [aj]	neu	nieuw	nuovo	nova	nov(i)	nove	nov	новый
3215	2	Time	old (of long standing; having been known for a long time) [aj]	alt	oud	vecchio	malnova	old(i), ansieni	lao	veut	старый
3216	3	Time	permanent, perpetual [aj]	dauernd	bestendig	permanente	konstanta, neŝanĝiĝema, daŭra, ĉiama, senĉesa	permananti, perpetual	permanente, eterne	permanent, perpetual	перманентный, вечный
3217	3	Time	constant, invariant, stable [aj]	beständig	standvastig, constant	costante	konstanta, nevarianta, stabila	konstanti	konstante, stay	constant	постоянный, неизменный
3218	3	Time	temporary, transient [aj]	zeitweilig	tijdelijk	temporaneo	malkonstanta, provizora, portempa	efemeri {?}	taimike	tsan	временный
3219	3	Time	interval (quantity of time between events X and Y)	Abstand	tussentijd	intervallo	intervalo, periodo, intertempo	intervale	interval	intervall	интервал
3220	3	Time	irregular, sporadic, intermittent [aj]	unregalmässig	sporadisch, intermitterend	irregolare (changes unpredictably); sporadico (irregularly)	neregula, foja, sporada, laŭokaza	intermitenti, okasional	buregulare	irregular	нерегулярный, перемежающийся
3221	3	Time	regular (at uniform intervals), periodic [aj]	regalmässig	regelmatig	regolare (changes predictably); periodico (happens regularly)	regula	periodi	regulare, periodike	regular, periodic	регулярный, периодический
3222	3	Time	rhythm	Rhythmus	ritmus	ritmo	ritmo	ritme	ritma	rythme	ритм
3223	3	Time	cycle (one complete performance of a periodic process)	Periode	cyclus	ciclo	ciklo	sikle	sikla	cycle	цикл
3224	3	Time	frequency (degree of oftenness or seldomness)	Häufigkeit	frequentie	frequenza	ofteco	frequenteso {*}, frequentitate {*}	frekwensa	frequence	частота
3225	2	Time	frequently, often [av]	häufig, oft	vaak	spesso	ofte	frequentim {*}	oftem	ops	часто
3226	2	Time	seldom, rarely [av]	selten	zelden	raramente	malofte	rarim {*}	rarem	rar-ye	редко
3227	1	Time	"time (e.g. ""do it 3 times""), occasion, instance, iteration"	Mal	maal, keer	volta	fojo	foye {-foy in adverbs, e. g. trifoy = 3 times}	ves	ker	раз
3228	1	Time	again, once more, re- [av]	noch einmal	weder	ancora, di nuovo	ree, refoje, denove	altrifoy	snova	iter	снова
3229	3	Time	alternate, take turns (do X then Y then X then Y) [v]	wechseln	afwisselen	alternare	alterni [vi]	alterna	alterni	alterne	чередоваться, сменяться
3230	3	Time	duration (amount of time consumed)	Dauer, Zeit	duur	durata	daŭro	{would be formed from dura = to last, endure, continue}	dura	duren	длительность
3231	2	Time	long (of much duration) [aj]	lange	langdurig	lungo	longa, longdaŭra	longitem	longe, longtaim-ney	long; diuturn	долгий, длительный
3232	2	Time	short, brief (of little duration) [aj]	kurz	beknopt, kort	corto	mallonga, mallongdaŭra	kurtitem {*}	kurte	cort, bragv	короткий, недолгий
3233	3	Time	gradual [aj]	stufenweise, allmählich	geleidelijk	graduale	iompostioma, grada, laŭgrada	gradual	graduale	gradual	постепенный
3234	3	Time	sudden, abrupt [aj]	plötzlich	plotseling	imrovviso	subita	subit(i), abrupti	turan-ney, abrupte	stayg, abrupt	внезапный, резкий
3235	1	Time	begin, commence, start [v]	anfangen, beginnen	beginnen	cominciare [vt/i], inziare [vt/i]	komenci [vt], komenciĝi [vi]	komensa, starta	begin, starti	inkap, start	начать; стартовать
3236	1	Time	continue, keep on doing/being [v]	fortfahren zu ...	voortzetten	continuare [vt/i]	daŭrigi [vt], daŭriĝi [vi]	kontinua	kontinu, zwo for	continue, na-	продолжать
3237	2	Time	pause, hesitate, suspend action temporarily [v]	pausieren	pauzeren	interrompere, sospendere	paŭzi, heziti	pausa, hesita	pausi	pause	приостановить
3238	1	Time	end, conclude, finish [v]	enden [vi], beended [vt]	eindigen	finire	fini [vt], finiĝi [vi]	fina	fini	fineih, end	закончить
3239	1	Time	cease, stop doing, quit [v]	aufhören	ophouden	smettere	ĉesigi [vt], ĉesi [vi]	sesa	stopi	chii	прекратить
3240	3	Time	period, era, epoch	Zeitrechnung, Epoche	tijdperk	epoca, periodo	epoko	periode, ere, epoke	perioda, epoka	periode, tid	период, эпоха
3241	2	Time	moment, an instant	Augenblick	ogenblik	momento, istante	momento	momente, instante	momenta	moment	момент, миг
3242	1	Time	always (at all times) [av]	immer	altijd	sempre	ĉiam, ĉiame	sempre	sempre	semper	всегда
3243	2	Time	ever (at any time) [av]	jemals	ooit	quandunque	iam	irgitem	enives	aiw(o)	когда бы то ни было
3244	2	Time	never [av]	nie	nooit	mai	neniam	nul(i)tem	neva	naiw(o)	никогда
3245	2	Time	already (prior to the time mentioned) [av]	schon	reeds, al	già	jam	ja, anteu	yo	ja	уже
3246	2	Time	still, yet (even until the time mentioned) [av]	noch, schon	nog	ancora	ankoraŭ	ankore	haishi	dar; bad	ещё, пока
3247	3	Time	ancient								
3248	3	Time	modern								
3250	2	Time	early, premature [aj/av]	vorzeitig	vroeg	presto	frua, frue, antaŭmatura	frui [aj], fruim[av] (= early), prematuri	rane, premature	aus, prematur	преждевременный, ранний
3251	3	Time	timely, prompt, on time [aj/av]	zeitig	op de juiste tijd	in tempo	ĝustatempe [av], ĝustatempa [aj]		byen, hao-taim-ney	tid-ye, prompt	своевременный
3252	2	Time	late, tardy [aj/av]	spät	laat	tardi	malfrua, malfrue	tardi [aj], tardim [av]	tarde	sert	запоздалый, поздний
3253	3	Time	delay, retard, tarry [v]	verzögern	uitstellen	ritardare	prokrasti, malrapidigi, malakceli	tardisa	ajorni	akhire	отложить; затянуть
3254	2	Time	rush, hurry, hasten [v]	eilen, beschleunigen	snellen	affrettare, affrettarsi [vr]	hasti, rapidi	hasta	hasti	hast	спешить
3255	2	Time	wait (for), await [v]	warten (auf)	wachten (op)	aspettare	atendi [vt]	varta	weiti	 	ждать
3256	3	Time	speed, velocity (degree of fastness or slowness)	Geschwindigkeit	snelheid	velocità	rapideco, velocito	rapideso, rapiditate {*}	kwaytaa	speud	скорость
3257	2	Time	quickly, rapidly, swiftly (with much speed) [av]	schnell	vlug, snel, gauw	velocemente	rapide	rapidim	kway	oku	быстро
3258	2	Time	slowly (with little speed) [av]	langsam	langzaam	lentamente	malrapide	lentim	lentem	lent-ye	медленно
3259	3	Time	series (a number of similar things following one another)	Reihe	serie, reeks	serie, sequenza	serio	serie	seria	serie	серия
3260	3	Time	sequence, order (temporal arrangement of events in a series)	Reihenfolge	volgorde	ordine, successione	sinsekvo, ordo	ordine	sekwa, ordina	sequence, orden	последовательность
3261	1	Time	last, final (after all others) [aj]	letzte	laatste	ultimo	fina, lasta	lasti	laste	senter/senst	последний
3262	2	Time	prior, preceding, previous, contra-next [aj]	vorhergehend	voorafgaand	prima, precedente; ultimo (the last before this one)	antaŭa	presedant(i) {*}	presedi-she	preceddent, prever	предшествующий
3263	1	Time	"next (coming immediately after; ""tomorrow"" = the next day) [aj]"	nächste	naast	prossimo	posta, sekvanta	sekuent(i)	sekwi-she, lai-she	niebst	следующий
3264	2	Time	the day before yesterday								
3265	2	Time	yesterday [av]	Gestern	gisteren	ieri	hieraŭ	yer	yeri	ghes	вчера
3266	2	Time	today [av]	Heute	vandaag	oggi	hodiaŭ	disdi	sedey	hoyd	сегодня
3267	2	Time	tomorrow [av]	Morgen	morgen	domani	morgaŭ	morge	manya	cras	завтра
3268	2	Time	the day after tomorrow								
3269	3	Time	season	Jahreszeit	jaargetijde	stagione	sezono	sesone	seson	saison	сезон
3270	2	Time	spring (the season)	Frühling	lente	primavera	printempo	printempe	vesna	(pirm)wer	весна
3271	2	Time	summer	Sommer	zomer	estate	somero	somre	saif	lient	лето
3272	2	Time	autumn, fall	Herbst	herfst	autunno	aŭtuno	autumne	oton	osyern	осень
3273	2	Time	winter	Winter	winter	inverno	vintro	vintre	hima	ghim, winter	зима
3276	3	Time	century	Jahrhundert	eeuw	secolo	jarcento, centjaro	sekle, yarsente	sekla	secule	век
3277	3	Time	decade								
3278	2	Time	year	Jahr	jaar	anno	jaro	yare	yar	yar	год
3279	2	Time	month	Monat	maand	mese	monato	monate {1928 version}, mensu {1930 version}	mes	munt	месяц
3280	2	Time	week	Woche	week	settimana	semajno	semani	wik	hevd	неделя
3281	2	Time	day (24-hour period), nycthemeron	Tag	dag	giorno	tago, tagnokto	die	dey	dien	день (сутки)
3282	3	Time	date (coordinates of a day given in some timekeeping system)	Datum	datum	data	dato	datum	datum	tarikhe	дата
3283	1	Time	day (daytime -- as opposed to night), diurnal period	Tag	dag	giorno	tago	jorne	(luma)dey	dien	день (светлое время)
3284	1	Time	night	Nacht	nacht	notte	nokto	nokte	nocha	noct	ночь
3285	2	Time	morning (dawn to noon)	Morgen	morgen	mattina	mateno, antaŭtagmezo	matine	sabah	aghyern	утро
3286	2	Time	noon	Mittag	middag	mezzogiorno	tagmezo	medidie	middey	middien	полдень
3287	2	Time	afternoon (noon to dusk)	Nachmittag	namiddag	pomeriggio	postagmezo		taim afte middey	posmiddien	время после полудня
3288	2	Time	evening (dusk to midnight)	abend	avond	sera	vespero	vespre	aksham	vesper	вечер
3289	2	Time	midnight	Mitternacht	middernacht	mezzanotte	noktomezo	medinokte	midnocha	midnoct	полночь
3290	2	Time	graveyard shift, middle of the night (midnight to dawn)	Vormorgen		[no equivalent]	postnoktomezo {?}		taim afte midnocha	posmidnoct	время после полуночи
3291	2	Time	hour (60 minutes)	Uhr	uur	ora	horo	hore	ora	hor	час
3292	3	Time	minute (60 seconds)	Minute	minuut	minuto	minuto	minute	minuta	minute	минута
3293	3	Time	second (1/60th of a minute)	Sekunde	seconde	secondo	sekundo	sekunde	sekunda	secund	секунда
3294	3	Time	holiday	Feiertag	vacantiedag	festa	festotago	feste {?}	festa, bugundey	fest, feria	праздник; выходной
3295	3	Time	sabbath (day of week with religious significance)	Sabbat	sabbat	"{for a Catholic country the 'religous day' is Sunday: ""domenica""}"	preĝtago, sabato	sabate	 	 	день отдохновения; шабат
3300	3	Matter	substance	Substanz							
3301	1	Matter	water	Wasser	water	acqua	akvo	aque	akwa	wed; aqua	вода
3302	2	Matter	ice	Eis	ijs	ghiaccio	glacio	glasie	ais	glehdj	лёд
3303	2	Matter	steam	Dampf	stoom	vapore	vaporo	stime, vapore	vapor	steum	пар
3305	3	Matter	air	Luft	lucht	aria	aero	aere	aira	air	воздух
3310	3	Matter	fuel	Kraftstoff	brandstof	combustibile	brulaĵo		jalka	fiull	топливо
3311	3	Matter	ash	Asche	as	cenere	cindro		pepla	asch	пепел, зола, прах
3320	2	Matter	metal	Metall	metaal	metallo	metalo	metale	metal	metall	металл
3321	3	Matter	brass (copper-zinc alloy)	Messing	geelkoper	ottone	latuno	latone	latun	massing, latun	латунь
3322	3	Matter	copper	Kupfer	koper	rame	kupro	kupre	kuprum	cuper, glaugh	медь
3323	2	Matter	gold (the precious metal)	Gold	goud	oro	oro	ore	golda	gold	золото
3324	2	Matter	silver (the metal)	Silber	zilver	argento	arĝento	arjente	argenta	argwrnt	серебро
3325	2	Matter	iron	Eisen	ijzer	ferro	fero	fere	fer	sider	железо
3326	3	Matter	steel	Stahl	staal	acciaio	ŝtalo	stale	stal	stal	сталь
3327	3	Matter	lead (the metal)	Blei	lood	piombo	plumbo	plumbe	plumbum	plumbh	свинец
3328	3	Matter	tin (the metal)	Zinn	tin	stagno	stano	stane	tin	stin	жесть
3329	3	Matter	aluminum	Aluminium							
3330	1	Matter	dirt, earth (tangible), soil	Erde	grond	terra, suolo	grundo	krase	grunta	ardh, (di)ghom	почва
3331	2	Matter	sand	Sand	zand	sabbia	sablo	sande	ramla	sand	песок
3332	2	Matter	mud	Schlamm	slijk	fango	koto	mude	kicha	mudh, slamm	грязь
3333	1	Matter	rock, stone	Stein	steen, rots	pietra, roccia	ŝtono	petre (substance), stone (individual item)	ston	petra	камень
3334	3	Matter	clay	Lehm, Ton	klei	argilla	argilo	argile	glina	loid	глина
3335	3	Matter	mineral, ore	Mineral, Erz	mineraal	minerale	mineralo	minerale	mineral; kwanshi	ruyd, charp	минерал; руда
3336	3	Matter	coal	Kohle	kool	carbone	terkarbo	karbone	gual	ghiul	уголь
3337	3	Matter	chalk	Kreide	krijt	creta	kreto	krete	kreta	kreid	мел
3338	2	Matter	jewel, gem	Edelstein, Juwel	juweel	gemma (a precious stone); gioiello (a precious artifact)	ĵuvelo, gemo	juvele	yuwel	joyel	драгоценный камень
3339	3	Matter	jade (the tough green gemstone)	Jade	jade, nefriet	giada	jado		 	jade	нефрит
3340	3	Matter	quartz	Quarz	kwarts	quarzo	kvarco	quartse	kwarza	quartz	кварц
3345	1	Matter	wood (the substance)	Holz	hout	legno	ligno	ligne	ligna	dreu	девесина
3350	2	Matter	glass	Glas	glas	vetro	vitro	vitre	glas	glass	стекло
3351	3	Matter	plastic (synthetic/processed moldable material)	Kunststoff	plastic	plastica	plastiko	{As the dictionary was composed in 1930, no word was created}	plastik	plastic	пластмасса
3352	3	Matter	rubber	Gummi	rubber	gomma	kaŭĉuko	kauchuke	guma	cauchouk	резина
3353	3	Matter	ink	Tinte	inkt	inchiostro	inko	inke	tinta	tint	чернила
3354	3	Matter	paint	Farbe	verf	vernice	farbo		pinta	poig	краска
3355	2	Matter	paper	Papier	papier	carta	papero	papere	papir	papier	бумага
3356	3	Matter	medicine (substance that makes one healthy)	Medizin	medicijn	medicina	medikamento	medikamente	farmak, lekika	pharmac	лекарство, медикамент
3357	3	Matter	poison, toxin	Gift	vergif	veleno	veneno	venene	toxin	poison, toxin	яд
3358	3	Matter	alcohol	Alkohol	alcohol	alcool, alcol, alcole	alkoholo, alkoholaĵo	alkokole	alkohol	alcohol	алкоголь
3359	3	Matter	oil (a combustible fatty liquid that will not mix with water)	Öl	olie	olio	oleo	olie	olea	ol	масло
3360	3	Matter	oil (crude oil), petroleum	Erdöl	petroleum	petrolio	nafto, kruda petrolo	petrolie	nafta	naft	нефть
3361	3	Matter	fat (oily/greasy material from animal adipose tissue or plant seeds)	Fett	vet	grasso	graso	grasu(m)	fet	smeru, selp	жир
3362	3	Matter	tar (dark viscous liquid obtained by destructive distillation)	Teer	teer	pece	gudro	asfalte {?}	katran	katran	гудрон
3363	3	Matter	wax	Wachs	was	cera	vakso	vaxe	waxa	wox	воск
3364	2	Matter	soap	Seife	zeep	sapone	sapo	sapone	sabun	sapun	мыло
3370	3	Matter	element (substance of irreducible simplicity)	Element, Grundstoff	grondstof	elemento	elemento	elemente	elementa	element	элемент
3372	3	Matter	oxygen	Sauerstoff	zuurstof	ossigeno	oksigeno	oxe, oxigene	oxigen	oxygen	кислород
3374	3	Matter	hydrogen	Wasserstoff							
3376	3	Matter	neon	Neon	neon	neon	neono		neon	neon	неон
3378	3	Matter	nitrogen	Stickstoff	stikstof	azoto	nitrogeno	nitrogene	nitrogen	nitrogen	азот
3380	3	Matter	carbon	Kohlenstoff	koolstof	carbonio	karbono	karbo	karbon	carbon	углерод
3382	3	Matter	potassium	Kalium	kalium	potassio	kalio	kali(um)	kalium	potassium, kalium	калий
3384	3	Matter	mercury (the element)	Quecksilber							
3386	3	Matter	sodium	Natrium	natrium	sodio	natrio	natrium	natrium	natrium	натрий
3388	3	Matter	sulfur	Schwefel	zwavel	zolfo	sulfuro	sulfre	sulfa	swelpel	сера
3395	3	Matter	chemical (substance made by or used in chemistry)	Chemikalie	chemicaliën [plur]	sostanza	kemiaĵo	kemial substantie {?}	kemike substansa	chemical	химикат
3399	2	Matter	garbage, trash, rubbish	Müll, Abfall	afval	immondizia	rubaĵo, forĵetindaĵoj		laza	kakwrnt	мусор, сор
3401	2	Food	food	Essen	voedsel	cibo	manĝaĵo, nutraĵo	manjaje	fan	pieut	пища
3402	2	Food	beverage								
3410	3	Food	flour (grain-powder)	Mehl	meel	farina	faruno	farine	farina	melv	мука
3415	2	Food	bread	Brot	brood	pane	pano	pane	pan	dvan	хлеб
3420	3	Food	pasta, noodles	Nudeln	meelprodukt	pasta	pastaĵoj	"{probably would translate as ""makaroni""}"	makaron	bakmie	макароны
3425	3	Food	pizza	Pizza		pizza	pico		pitsa	pizza	пицца
3427	3	Food	cookie								
3430	2	Food	meat						masu	miems	плоть
3435	3	Food	sausage	Wurst	worst	salsiccia	kolbaso	sosise	sosis, sosiskin	sossiss	колбаса, сосиска
3440	2	Food	milk	Milch	melk	latte	lakto	milke	milka	mehlg	молоко
3441	3	Food	butter	Butter	boter	burro	butero	butre	nayu	butter	масло слив.
3442	3	Food	cheese	Käse	kaas	formaggio	fromaĝo	kese	kes	caise	сыр
3443	3	Food	yogurt								
3450	3	Food	chocolate	Schokolade	chocolade	cioccolato	ĉokolado	chokolate	shokolat	chocolat	шоколад
3451	2	Food	honey	Honig	honing	miele	mielo	honie	madu	mielt	мёд
3452	2	Food	sugar	Zucker	suiker	zucchero	sukero	sukre	sukra	suker	сахар
3460	3	Food	salad	Salat	salade	insalata	salato	salade	salata	salade	салат
3461	3	Food	sandwich	Sandwich	sandwich	panino	sandviĉo		sandwich	sandwich	бутерброт
3462	3	Food	soup	Suppe	soep	minestra	supo	supe	sup	soup	суп
3465	3	Food	spice, seasoning	Gewürtz	specerij, kruiderij	condimento (for salad or vegetables); spezia (exotic and/or hot spice)	spico	spise	masala	spis	приправа
3466	2	Food	salt	Salz	zout	sale	salo	sale	solta	sald	соль
3467	3	Food	vinegar	Essig	azijn	aceto	vinagro	vinegre	vinegra	acete	уксус
3470	3	Food	cigarette	Zigarette	sigaret	sigaretta	cigaredo	sigarete	sigareta	cigarette	сигарета
3471	3	Food	chewing gum								
3477	2	Food	tea (beverage made from leaves of plant sp. Camellia sinensis)	Tee	thee	tè, the	teo	tee	chay	chay	чай
3478	2	Food	coffee (beverage made from seeds of plant sp. Coffea arabica)	Kaffee	koffie	caffè	kafo	kafe	kahwa	kawa	кофе
3479	2	Food	beer	Bier	bier	birra	biero	bire	bira	bir(a)	пиво
3480	2	Food	wine	Wein	wijn	vino	vino	vine	vino	vin	вино
3484	3	Food	meal								
3485	3	Food	breakfast								
3487	3	Food	lunch								
3489	3	Food	dinner								
3491	2	Food	cook (prepare by applying heat) [v]	kochen	koken	cucinare	kuiri	koqua	kuki	coc	готовить, варить
3492	3	Food	fry [v]								
3493	2	Food	bake (cook or harden by means of dry heat) [v]	backen	bakken	cuocere	baki	baka	peki	bauk	печь, выпекать
3495	3	Food	oven	Ofen	oven	forno	forno, bakujo	forne	forna	ogwn, furn	печь
3500	2	Form	object (concrete tangible thing)	Objekt	voorwerp	oggetto	aĵo, objekto	objekte	obyekta	object	предмет
3501	2	Form	matter, material	Stoff, Materie	stof, materie	materiale	materio	materie	materia; material	materia; material	материя, вещество; материал
3502	3	Form	gas	Gas	gas	gas	gaso	gase	gas	gas	газ
3503	3	Form	liquid	Flüssigkeit	vloeistof	liquido	likvaĵo	liquidu(m)	likwa	liquid	жидкость
3504	3	Form	solid (not a gas or liquid)	Körper		solido	solidaĵo	"solid(i) [aj] {n is probably ""solide,"" but not given}"	twerdika	solid	твёрдое тело
3505	3	Form	vacuum	Vakuum	vacuum, het luchtledige	vuoto	vakuo	vakuu(m)	vakum	vacuum	вакуум
3510	2	Form	form, shape	Form, Gestalt	vorm	forma	formo	forme	forma	forme, skeip	форма
3511	3	Form	plane (flat surface)	Ebene, Fläche	vlak	piano	ebenaĵo, plataĵo	planu(m)	plana	plan, plieske	плоскость
3512	3	Form	line (series of contiguous points)	Linie	lijn	linea	linio	linie	linia	ligne	линия
3513	3	Form	ray	Strahl	straal	raggio	radio	radie	ray	strehl; speic	луч
3514	3	Form	curve	Kurve	kromme	curva	kurbo	kurve	kurva	kehmb, curve	кривая
3515	3	Form	arch	Gewölbe	boog, gewelf	arco	arkaĵo	arke	arka	arche	дуга; арка
3516	3	Form	loop, circuit, closed curve	Schlinge, Kreislauf	kringloop	anello	maŝo, cirkvito		lup	spang	петля, замкнутая кривая
3517	3	Form	oval, ellipse	Oval	ovaal, eirond	ovale, ellisse	ovalo, elipso	"oval(i) [aj] {n is probably ""ovale,"" but not given}, elipse"	oval	oval	овал, эллипс
3518	2	Form	circle	Kreis	cirkel	cerchio, circolo	cirklo	sirkle	sirkula	circule	круг
3519	3	Form	torus, ring (any 3D object shaped like a ring)	Ring	ring	anello (object with a circular hole); toro (the geometric shape)	ringo	ringe	halka	ring	кольцо
3520	3	Form	spiral, whorl	Spirale, Wirbel	spiraal	spirale	spiralo, kirlaĵo		spiral	spiral	спираль
3521	3	Form	helix (any corkscrew-shaped object)	korkenzieherförmig Ding	spiraal(lijn)	spirale	helico	helise	vinta	schrub	винт, винтообразный предмет
3522	3	Form	coil	Rolle	bocht, klos	spira	volvaĵo		rolika	roll; mudra	свёрток, рулон
3523	3	Form	cylinder	Zylinder	cilinder	cilindro	cilindro		silinder	cylinder	цилиндр
3524	3	Form	disk, disc	Scheibe, Platte	schijf, discus	disco	disko	diske	diska	disk	диск
3525	3	Form	sphere	Kugel, Sphäre	sfeer	sfera	sfero	sfere	sfera, globa	sphere	сфера, шар
3526	3	Form	triangle	Dreieck	driehoek	triangolo	triangulo		triangula	triangle	треугольник
3527	3	Form	wedge	Keil	wig	cuneo	kojno	kunee	kunya	wogwn	клин
3528	3	Form	cone	Kegel, Konus	kegel, conus	cono	konuso	kone	konus	cone	конус
3529	3	Form	pyramid	Pyramide	piramide	piramide	piramido	piramide	piramida	pyramide	пирамида
3530	3	Form	cross (perpendicular intersection of linear items)	Kreuz	kruis	incrocio	kruco	krose	kros	cruce	крест
3531	3	Form	rectangle	Rechteck	rechthoek	rettangolo	rektangulo	rektangule	rektangula	rectangle	прямоугольник
3532	3	Form	square	Quadrat, Viereck	vierkant	quadrato	kvadrato	quadrate	kwadra	quadrat	квадрат
3533	3	Form	cube	Würfel	kubus	cubo	kubo	kube	kub	cube	куб
3540	3	Form	surface	Oberfläche	oppervlakte	superficie	supraĵo, surfaco	surfase	surfas	surface	поверхность
3541	3	Form	crack, fissure	Spalte, Riss	kraak	fessura	fendo		krek	bidno	трещина
3542	2	Form	hole	Loch	gat	buco (general), foro (artifact)	truo	tru(e)	dun	torm	дыра
3543	3	Form	opening, orifice	öffnung	opening	apertura	aperturo	aperture	ofnitura	ghyanen, orifice	отверстие
3544	3	Form	bump, protrusion	Beule	buil	escrescenza	ŝvelaĵo, tubero (on a living thing)	bose {?}	balja	grumb	выпуклость, шишка, округлый выступ, бугорок
3545	3	Form	dent, nick, indentation	Kerbe	deuk	dente	kaveto	noche	hakimarka, holika, yamakin	gherb	зарубка; углубление, вмятина, выемка
3546	3	Form	furrow, rut, groove	Furche, Rinne	voor, groef	solco	sulko	kanele	fora	pehrk	борозда, колея
3547	3	Form	scratch	Schramme	schram	graffio	grataĵo	grata	skrapa	grobos	царапина
3548	3	Form	wrinkle, crease	Runzel	rimpel, plooi	piega	falto, sulketo	ruge	ruga	raug	складка, морщина
3549	3	Form	rust	Rost	roest	ruggine	rusto	ruste	ruja	rust	ржавчина
3550	3	Form	stripe	Streifen	streep	striscia	strio	strie	stripa	strei	полоса
3551	2	Form	mark (visible traces left behind)	Spur	merk	segno	spuro, marko	marke	marka	mark	метка
3560	3	Form	band, tape, flat strip	Band	band	nastro	bendo, strio	ribande, bende	banda	bande, strei, teip	лента; повязка
3561	3	Form	block (solid flat-surfaced mass of material)	Block, Klotz	blok	blocco	bloko	bloke {?}	blok	block	блок
3562	3	Form	card (stiff rectangle of material)	Karte	kaart	scheda	karto	karte	karta	carte	карточка
3563	3	Form	crystal	Kristall	kristal	cristallo	kristalo	kristale	kristal	cristall	кристалл
3564	3	Form	drop (of liquid)	Tropfen	druppel	goccia	guto	gute	guta	ghutt	капля
3565	3	Form	film (very thin layer)	Schicht, Häutchen	vlies	pellicola	tavolo	filme	pelikula	pellicule	плёнка, тонкий слой
3566	3	Form	layer	Lage, Schicht	laag	strato	tavolo	strate	sloy	lyegher, schikht	слой
3567	3	Form	sheet (thin rectangle of paper/cloth/etc.)	Laken	laken	foglio	lameno, folio	lame (metal)	lif	schid	лист
3568	2	Form	lump, clod, blob, piece of no particular shape	Klumpen	bonk	pezzo; coso (very colloquial!)	bulo	lumpe	tuan	schtuk; grunz	ком, комок; сгусток
